Name,MPS_Signal_Source,MPS_Signal_Type,MPS_Channel_#,Z_Name,O_Name,Alarm_State,Bit_Position,Debounce,auto_reset
SPEED_OK,Backplane,Backplane,1,NOT_OK,OK,0,0,10,0
