Device,Mitigation,Fault,Area,Linac_Z,Position,MPS_Signal_Source_Location,Application_Card_Number,MPS_Crate,MPS_Channel_#1,Drawing_#
WS0H04,Linac,STATE,HTR,47.718176,340,Backplane,18,L2KG01-1925,0,N/A
WSDG01,DIAG0,STATE,DIAG0,154.041515,424,Backplane,18,L2KG01-1925,1,N/A
WSC104,Linac,STATE,COL1,473.907651,396,Backplane,42,L2KG02-2209,0,N/A
WSC106,Linac,STATE,COL1,500.15437,554,Backplane,42,L2KG02-2209,1,N/A
WSC108,Linac,STATE,COL1,526.401089,713,Backplane,42,L2KG02-2209,2,N/A
WSC110,Linac,STATE,COL1,552.647808,871,Backplane,42,L2KG02-2209,3,N/A
WSEMIT2,Linac,STATE,EMIT2,1227.474915,634,Backplane,65,L2KG04-1923,0,N/A
WSBP1,Linac,STATE,DOG,3279.302175,660,Backplane,114,L2KG10-0733,0,N/A
WSBP2,Linac,STATE,BPN12,3945.968842,853,Backplane,120,L2KG12-0133,0,N/A
WSBP3,Linac,STATE,BPN14,4645.821713,853,Backplane,126,L2KG14-7D33,0,N/A
WSBP4,Linac,STATE,BPN16,5312.488379,853,Backplane,132,L2KG16-6C33,0,N/A
WSSP1D,Linac,STATE,SPD,9891.076827,880,Backplane,191,L2KG30-7D13,0,N/A
WSVM2,HXU,STATE,LTUH,10585.41275,106,Backplane,220,B106-0124,0,N/A
WSDL31,HXU,STATE,LTUH,10728.35223,222,Backplane,220,B106-0124,1,N/A
WSDL4,HXU,STATE,LTUH,11071.71457,500,Backplane,247,B911-0620,0,N/A
WS31,HXU,STATE,LTUH,11234.79812,631,Backplane,247,B911-0620,1,N/A
WS31B,SXU,STATE,LTUS,11234.79812,11235,Backplane,252,B911-0627,0,N/A
WS32,HXU,STATE,LTUH,11350.49078,725,Backplane,247,B911-0620,2,N/A
WS32B,SXU,STATE,LTUS,11350.49078,11350,Backplane,270,B912-1426,0,N/A
WS33B,SXU,STATE,LTUS,11466.18344,11466,Backplane,270,B912-1426,1,N/A
WS33,HXU,STATE,LTUH,11466.18344,818,Backplane,264,B912-1419,0,N/A
WS34,HXU,STATE,LTUH,11581.8761,912,Backplane,286,B913-10711,0,N/A
WS34B,SXU,STATE,LTUS,11581.8761,11582,Backplane,277,B913-10233,0,N/A
