ln,crate,slot,appid,channel,type,device,z,bit_position,z_name,o_name,auto_reset,evaluation,description,ignore,dest,slope,offset,cable,ln status,cn status,cn logic,checked date,inconfig
67,L2KG06-6033,3,84,1,BPMS,BPMS:L3B:2383,1600.094554,,,,0,1,CMB23 (BPMS:L3B:2383),3,DUMPBSY,1,0,N/A,,,,,
67,L2KG06-6033,4,85,0,BPMS,BPMS:L3B:2683,1728.737861,,,,0,1,CMB26 (BPMS:L3B:2683),3,DUMPBSY,1,0,N/A,,,,,
67,L2KG06-6033,4,85,1,BPMS,BPMS:L3B:2583,1680.28084,,,,0,1,CMB25 (BPMS:L3B:2583),3,DUMPBSY,1,0,N/A,,,,,
67,L2KG06-6033,5,86,1,BPMS,BPMS:L3B:2783,1768.831004,,,,0,1,CMB27 (BPMS:L3B:2783),3,DUMPBSY,1,0,N/A,,,,,
68,L2KG06-6133,1,87,33,EPICS,QUAD:L3B:1785:INTOL,1360.403281,0,IS_FAULTED,IS_OK,1,0,QCM17 Magnet INTOL (EPICS),3,DUMPBSY,,,,,,,,
68,L2KG06-6133,1,87,34,EPICS,QUAD:L3B:1885:INTOL,1400.496424,0,IS_FAULTED,IS_OK,1,0,QCM18 Magnet INTOL (EPICS),3,DUMPBSY,,,,,,,,
68,L2KG06-6133,1,87,35,EPICS,QUAD:L3B:1985:INTOL,1440.589567,0,IS_FAULTED,IS_OK,1,0,QCM19 Magnet INTOL (EPICS),3,DUMPBSY,,,,,,,,
68,L2KG06-6133,1,87,36,EPICS,QUAD:L3B:2085:INTOL,1480.68271,0,IS_FAULTED,IS_OK,1,0,QCM20 Magnet INTOL (EPICS),3,DUMPBSY,,,,,,,,
68,L2KG06-6133,1,87,37,EPICS,QUAD:L3B:2185:INTOL,1520.775853,0,IS_FAULTED,IS_OK,1,0,QCM21 Magnet INTOL (EPICS),3,DUMPBSY,,,,,,,,
68,L2KG06-6133,1,87,38,EPICS,QUAD:L3B:2285:INTOL,1560.868996,0,IS_FAULTED,IS_OK,1,0,QCM22 Magnet INTOL (EPICS),3,DUMPBSY,,,,,,,,
68,L2KG06-6133,1,87,39,EPICS,QUAD:L3B:2385:INTOL,1600.962139,0,IS_FAULTED,IS_OK,1,0,QCM23 Magnet INTOL (EPICS),3,DUMPBSY,,,,,,,,
68,L2KG06-6133,1,87,40,EPICS,QUAD:L3B:2485:INTOL,1641.055282,0,IS_FAULTED,IS_OK,1,0,QCM24 Magnet INTOL (EPICS),3,DUMPBSY,,,,,,,,
68,L2KG06-6133,1,87,41,EPICS,QUAD:L3B:2585:INTOL,1681.148425,0,IS_FAULTED,IS_OK,1,0,QCM25 Magnet INTOL (EPICS),3,DUMPBSY,,,,,,,,
68,L2KG06-6133,1,87,42,EPICS,QUAD:L3B:2685:INTOL,1729.605446,0,IS_FAULTED,IS_OK,1,0,QCM26 Magnet INTOL (EPICS),3,DUMPBSY,,,,,,,,
68,L2KG06-6133,1,87,43,EPICS,QUAD:L3B:2785:INTOL,1769.698589,0,IS_FAULTED,IS_OK,1,0,QCM27 Magnet INTOL (EPICS),3,DUMPBSY,,,,,,,,
68,L2KG06-6133,1,87,44,EPICS,QUAD:L3B:2885:INTOL,1809.791732,0,IS_FAULTED,IS_OK,1,0,QCM28 Magnet INTOL (EPICS),3,DUMPBSY,,,,,,,,
68,L2KG06-6133,1,87,45,EPICS,QUAD:L3B:2985:INTOL,1849.884875,0,IS_FAULTED,IS_OK,1,0,QCM29 Magnet INTOL (EPICS),3,DUMPBSY,,,,,,,,
68,L2KG06-6133,1,87,46,EPICS,QUAD:L3B:3085:INTOL,1889.978018,0,IS_FAULTED,IS_OK,1,0,QCM30 Magnet INTOL (EPICS),3,DUMPBSY,,,,,,,,
68,L2KG06-6133,1,87,47,EPICS,QUAD:L3B:3185:INTOL,1930.071161,0,IS_FAULTED,IS_OK,1,0,QCM31 Magnet INTOL (EPICS),3,DUMPBSY,,,,,,,,
68,L2KG06-6133,2,88,0,BLM,LBLM:L3B:1600:A,1693.136,,,,0,1,LBLM:L3B:1600:A,3,DUMPBSY,1,0,L2A06960,,,,,
68,L2KG06-6133,2,88,1,BLM,LBLM:L3B:1600:B,1693.136,,,,0,1,LBLM:L3B:1600:B,3,DUMPBSY,1,0,L2A06961,,,,,
68,L2KG06-6133,2,88,2,WF,LBLM:L3B:1600:B,1691.3976,,,,0,1,LBLM:L3B:1600:B_WF,3,DUMPBSY,1,0,L2A08307,,,,,
68,L2KG06-6133,3,89,0,BPMS,BPMS:L3B:2983,1849.01729,,,,0,1,CMB29 (BPMS:L3B:2983),3,DUMPBSY,1,0,N/A,,,,,
68,L2KG06-6133,3,89,1,BPMS,BPMS:L3B:2883,1808.924147,,,,0,1,CMB28 (BPMS:L3B:2883),3,DUMPBSY,1,0,N/A,,,,,
68,L2KG06-6133,4,90,0,BPMS,BPMS:L3B:3183,1929.203576,,,,0,1,CMB31 (BPMS:L3B:3183),3,DUMPBSY,1,0,N/A,,,,,
68,L2KG06-6133,4,90,1,BPMS,BPMS:L3B:3083,1889.110433,,,,0,1,CMB30 (BPMS:L3B:3083),3,DUMPBSY,1,0,N/A,,,,,
69,L2KG07-3737,1,93,2,TEMP,COLL:DOG:131:TEMP_PERMIT,2235.182306,0,IS_FAULTED,IS_OK,1,0,CEDOG Temperature Interlock,3,DUMPBSY,,,,,,,,
69,L2KG07-3737,1,93,33,EPICS,QUAD:L3B:3385:INTOL,2010.257448,0,IS_FAULTED,IS_OK,1,0,QCM33 Magnet INTOL (EPICS),3,DUMPBSY,,,,,,,,
69,L2KG07-3737,1,93,34,EPICS,QUAD:L3B:3485:INTOL,2050.350591,0,IS_FAULTED,IS_OK,1,0,QCM34 Magnet INTOL (EPICS),3,DUMPBSY,,,,,,,,
69,L2KG07-3737,1,93,35,EPICS,QUAD:L3B:3585:INTOL,2090.443734,0,IS_FAULTED,IS_OK,1,0,QCM35 Magnet INTOL (EPICS),3,DUMPBSY,,,,,,,,
69,L2KG07-3737,1,93,36,EPICS,QUAD:L3B:3285:INTOL,1970.164304,0,IS_FAULTED,IS_OK,1,0,QCM32 Magnet INTOL (EPICS),3,DUMPBSY,,,,,,,,
69,L2KG07-3737,2,94,0,BLM,LBLM:L3B:2600:A,2098.872,,,,0,1,LBLM:L3B:2600:A,3,DUMPBSY,1,0,L2A06962,,,,,
69,L2KG07-3737,2,94,1,BLM,LBLM:L3B:2600:B,2098.872,,,,0,1,LBLM:L3B:2600:B,3,DUMPBSY,1,0,L2A06963,,,,,
69,L2KG07-3737,2,94,2,BLM,PBLM:DOG:131,2235.182306,,,,0,1,PBLM at CEDOG (PBLM:DOG:131),3,DUMPBSY,1,0,N/A,,,,,
69,L2KG07-3737,2,94,3,WF,LBLM:L3B:2600:A,2085.6208,,,,0,1,LBLM:L3B:2600:A_WF,3,DUMPBSY,1,0,L2A08308,,,,,
69,L2KG07-3737,2,94,4,WF,LBLM:L3B:2600:B,2085.6208,,,,0,1,LBLM:L3B:2600:B_WF,3,DUMPBSY,1,0,L2A08309,,,,,
69,L2KG07-3737,3,95,0,BPMS,BPMS:L3B:3383,2009.389862,,,,0,1,CMB33 (BPMS:L3B:3383),3,DUMPBSY,1,0,N/A,,,,,
69,L2KG07-3737,3,95,1,BPMS,BPMS:L3B:3283,1969.296719,,,,0,1,CMB32 (BPMS:L3B:3283),3,DUMPBSY,1,0,N/A,,,,,
69,L2KG07-3737,4,96,0,BPMS,BPMS:L3B:3583,2089.576148,,,,0,1,CMB35 (BPMS:L3B:3583),3,DUMPBSY,1,0,N/A,,,,,
69,L2KG07-3737,4,96,1,BPMS,BPMS:L3B:3483,2049.483005,,,,0,1,CMB34 (BPMS:L3B:3483),3,DUMPBSY,1,0,N/A,,,,,
69,L2KG07-3737,5,97,0,BPMS,BPMS:EXT:748,2161.056102,,,,0,1,BPMX02 (BPMS:EXT:748),3,DUMPBSY,1,0,N/A,,,,,
69,L2KG07-3737,5,97,1,BPMS,BPMS:EXT:351,2130.566601,,,,0,1,BPMX01 (BPMS:EXT:351),3,DUMPBSY,1,0,N/A,,,,,
70,L2KG07-3831,4,98,0,BPMS,BPMS:DOG:135,2239.36773,,,,0,1,BPMDOG2 (BPMS:DOG:135),3,DUMPBSY,1,0,N/A,,,,,
70,L2KG07-3831,4,98,1,BPMS,BPMS:DOG:120,2207.789738,,,,0,1,BPMDOG1 (BPMS:DOG:120),3,DUMPBSY,1,0,N/A,,,,,
70,L2KG07-3831,5,99,0,BPMS,BPMS:DOG:165,2302.523714,,,,0,1,BPMDOG4 (BPMS:DOG:165),3,DUMPBSY,1,0,N/A,,,,,
70,L2KG07-3831,5,99,1,BPMS,BPMS:DOG:150,2270.945722,,,,0,1,BPMDOG3 (BPMS:DOG:150),3,DUMPBSY,1,0,N/A,,,,,
71,L2KG08-3A33,1,102,4,MAG,BEND:DOG:110:ON,2190.102648,1,NOT_ON,ON,1,0,BRB1 On,3,DUMPBSY,,,,,,,,
71,L2KG08-3A33,1,102,5,MAG,BEND:DOG:110:OFF,2190.102648,0,NOT_OFF,OFF,1,0,BRB1 Off,3,DUMPBSY,,,,,,,,
71,L2KG08-3A33,2,103,0,BACT,BEND:DOG:110,2190.102648,,,,0,1,BRB1 (BEND:DOG:110),3,DUMPBSY,1,0,N/A,,,,,
71,L2KG08-3A33,3,104,0,BPMS,BPMS:DOG:200,2365.679698,,,,0,1,BPMDOG6 (BPMS:DOG:200),3,DUMPBSY,1,0,N/A,,,,,
71,L2KG08-3A33,3,104,1,BPMS,BPMS:DOG:180,2334.101706,,,,0,1,BPMDOG5 (BPMS:DOG:180),3,DUMPBSY,1,0,N/A,,,,,
71,L2KG08-3A33,4,105,0,BPMS,BPMS:DOG:230,2428.835682,,,,0,1,BPMDOG8 (BPMS:DOG:230),3,DUMPBSY,1,0,N/A,,,,,
71,L2KG08-3A33,4,105,1,BPMS,BPMS:DOG:215,2397.25769,,,,0,1,BPMDOG7 (BPMS:DOG:215),3,DUMPBSY,1,0,N/A,,,,,
72,L2KG08-8C33,3,107,0,BPMS,BPMS:DOG:280,2531.221703,,,,0,1,BPML2P (BPMS:DOG:280),3,DUMPBSY,1,0,N/A,,,,,
72,L2KG08-8C33,3,107,1,BPMS,BPMS:DOG:250,2471.303724,,,,0,1,BPML1P (BPMS:DOG:250),3,DUMPBSY,1,0,N/A,,,,,
72,L2KG08-8C33,4,108,0,BPMS,BPMS:DOG:355,2681.357858,,,,0,1,BPML4P (BPMS:DOG:355),3,DUMPBSY,1,0,N/A,,,,,
72,L2KG08-8C33,4,108,1,BPMS,BPMS:DOG:335,2644.860482,,,,0,1,BPML3P (BPMS:DOG:335),3,DUMPBSY,1,0,N/A,,,,,
73,L2KG09-3C33,2,110,0,BLM,LBLM:L3B:3578:A,2738.144,,,,0,1,LBLM:L3B:3578:A,3,DUMPBSY,1,0,L2A08101,,,,,
73,L2KG09-3C33,2,110,1,WF,LBLM:L3B:3578:A,2731.6168,,,,0,1,LBLM:L3B:3578:A_WF,3,DUMPBSY,1,0,L2A08310,,,,,
73,L2KG09-3C33,3,111,1,BPMS,BPMS:DOG:405,2784.295614,,,,0,1,BPML5P (BPMS:DOG:405),3,DUMPBSY,1,0,N/A,,,,,
74,L2KG10-0733,3,113,1,BPMS,BPMS:DOG:575,3117.628947,,,,0,1,BPMBP10 (BPMS:DOG:575),3,DUMPBSY,1,0,N/A,,,,,
75,L2KG11-4D33,2,116,0,BLM,LBLM:DOG:381:A,3459.088,,,,0,1,LBLM:DOG:381:A,3,DUMPBSY,1,0,L2A05639,,,,,
75,L2KG11-4D33,3,117,1,BPMS,BPMS:DOG:740,3450.96228,,,,0,1,BPMBP11 (BPMS:DOG:740),3,DUMPBSY,1,0,N/A,,,,,
76,L2KG12-0133,3,119,1,BPMS,BPMS:DOG:910,3784.295614,,,,0,1,BPMBP12 (BPMS:DOG:910),3,DUMPBSY,1,0,N/A,,,,,
77,L2KG13-4D33,2,122,0,BLM,LBLM:DOG:740:A,4128.864,,,,0,1,LBLM:DOG:740:A,3,DUMPBSY,1,0,L2A05638,,,,,
77,L2KG13-4D33,3,123,1,BPMS,BPMS:BPN13:400,4117.628947,,,,0,1,BPMBP13 (BPMS:BPN13:400),3,DUMPBSY,1,0,N/A,,,,,
78,L2KG14-7D33,3,125,1,BPMS,BPMS:BPN14:400,4450.96228,,,,0,1,BPMBP14 (BPMS:BPN14:400),3,DUMPBSY,1,0,N/A,,,,,
79,L2KG15-4D33,2,128,0,BLM,LBLM:BPN13:410:A,4798.64,,,,0,1,LBLM:BPN13:410:A,3,DUMPBSY,1,0,L2A05637,,,,,
79,L2KG15-4D33,3,129,1,BPMS,BPMS:BPN15:400,4784.295614,,,,0,1,BPMBP15 (BPMS:BPN15:400),3,DUMPBSY,1,0,N/A,,,,,
80,L2KG16-6C33,3,131,1,BPMS,BPMS:BPN16:400,5117.628947,,,,0,1,BPMBP16 (BPMS:BPN16:400),3,DUMPBSY,1,0,N/A,,,,,
81,L2KG17-3D33,2,134,0,BLM,LBLM:BPN15:410:A,5502.528,,,,0,1,LBLM:BPN15:410:A,3,DUMPBSY,1,0,L2A06671,,,,,
81,L2KG17-3D33,3,135,1,BPMS,BPMS:BPN17:400,5450.96228,,,,0,1,BPMBP17 (BPMS:BPN17:400),3,DUMPBSY,1,0,N/A,,,,,
82,L2KG18-6C33,3,137,1,BPMS,BPMS:BPN18:400,5784.295614,,,,0,1,BPMBP18 (BPMS:BPN18:400),3,DUMPBSY,1,0,N/A,,,,,
83,L2KG19-6D33,2,139,0,BLM,LBLM:BPN17:517:A,6211.008,,,,0,1,LBLM:BPN17:517:A,3,DUMPBSY,1,0,L2A05640,,,,,
83,L2KG19-6D33,2,139,1,WF,LBLM:BPN17:517:A,6206.0552,,,,0,1,LBLM:BPN17:517:A_WF,3,DUMPBSY,1,0,L2A08311,,,,,
83,L2KG19-6D33,3,140,1,BPMS,BPMS:BPN19:400,6117.628947,,,,0,1,BPMBP19 (BPMS:BPN19:400),3,DUMPBSY,1,0,N/A,,,,,
84,FKG20-0127,3,142,1,BPMS,BPMS:BPN20:400,6450.96228,,,,0,1,BPMBP20 (BPMS:BPN20:400),3,DUMPBSY,1,0,N/A,,,,,
85,L2KG21-0433,1,143,1,TEMP,COLL:BPN21:424:TEMP_PERMIT,6793.16602,0,IS_FAULTED,IS_OK,1,0,CXBP21 Temperature Interlock,3,DUMPBSY,,,,,,,,
85,L2KG21-0433,2,144,0,BLM,PBLM:BPN21:424,6793.16602,,,,0,1,PBLM at CXBP21 (PBLM:BPN21:424),3,DUMPBSY,1,0,N/A,,,,,
85,L2KG21-0433,2,144,1,BLM,LBLM:BPN19:635:A,6879.144,,,,0,1,LBLM:BPN19:635:A,3,DUMPBSY,1,0,L2A05559,,,,,
85,L2KG21-0433,2,144,2,WF,LBLM:BPN19:635:A,6872.5512,,,,0,1,LBLM:BPN19:635:A_WF,3,DUMPBSY,1,0,L2A08312,,,,,
85,L2KG21-0433,3,145,1,BPMS,BPMS:BPN21:400,6784.295614,,,,0,1,BPMBP21 (BPMS:BPN21:400),3,DUMPBSY,1,0,N/A,,,,,
86,L2KG22-7D37,1,146,0,TEMP,COLL:BPN22:424:TEMP_PERMIT,7126.499354,0,IS_FAULTED,IS_OK,1,0,CYBP22 Temperature Interlock,3,DUMPBSY,,,,,,,,
86,L2KG22-7D37,2,147,0,BLM,PBLM:BPN22:424,7126.499354,,,,0,1,PBLM at CYBP22 (PBLM:BPN22:424),3,DUMPBSY,1,0,N/A,,,,,
86,L2KG22-7D37,3,148,1,BPMS,BPMS:BPN22:400,7117.628947,,,,0,1,BPMBP22 (BPMS:BPN22:400),3,DUMPBSY,1,0,N/A,,,,,
87,L2KG23-7D37,2,150,0,BLM,LBLM:BPN21:635:A,7582.704,,,,0,1,LBLM:BPN21:635:A,3,DUMPBSY,1,0,Intra-rack,,,,,
87,L2KG23-7D37,2,150,1,WF,LBLM:BPN21:635:A,7579.5552,,,,0,1,LBLM:BPN21:635:A_WF,3,DUMPBSY,1,0,L2A08313,,,,,
87,L2KG23-7D37,3,151,1,BPMS,BPMS:BPN23:400,7450.96228,,,,0,1,BPMBP23 (BPMS:BPN23:400),3,DUMPBSY,1,0,N/A,,,,,
88,L2KG24-3D37,3,153,1,BPMS,BPMS:BPN24:400,7784.295614,,,,0,1,BPMBP24 (BPMS:BPN24:400),3,DUMPBSY,1,0,N/A,,,,,
89,L2KG25-7D37,1,154,0,TEMP,COLL:BPN25:424:TEMP_PERMIT,8126.499354,0,IS_FAULTED,IS_OK,1,0,CXBP25 Temperature Interlock,3,DUMPBSY,,,,,,,,
89,L2KG25-7D37,2,155,0,BLM,PBLM:BPN25:424,8126.499354,,,,0,1,PBLM at CXBP25 (COLL:BPN25:424),3,DUMPBSY,1,0,N/A,,,,,
89,L2KG25-7D37,2,155,1,BLM,LBLM:BPN23:739:A,8249.2,,,,0,1,LBLM:BPN23:739:A,3,DUMPBSY,1,0,Intra-rack,,,,,
89,L2KG25-7D37,2,155,2,WF,LBLM:BPN23:739:A,8246.0512,,,,0,1,LBLM:BPN23:739:A_WF,3,DUMPBSY,1,0,L2A08314,,,,,
89,L2KG25-7D37,3,156,1,BPMS,BPMS:BPN25:400,8117.628947,,,,0,1,BPMBP25 (BPMS:BPN25:400),3,DUMPBSY,1,0,N/A,,,,,
90,L2KG26-7D37,1,157,0,TEMP,COLL:BPN26:424:TEMP_PERMIT,8459.832687,0,IS_FAULTED,IS_OK,1,0,CYBP26 Temperature Interlock,3,DUMPBSY,,,,,,,,
90,L2KG26-7D37,2,158,0,BLM,PBLM:BPN26:424,8459.832687,,,,0,1,PBLM at CYBP26 (COLL:BPN26:424),3,DUMPBSY,1,0,N/A,,,,,
90,L2KG26-7D37,3,159,1,BPMS,BPMS:BPN26:400,8450.96228,,,,0,1,BPMBP26 (BPMS:BPN26:400),3,DUMPBSY,1,0,N/A,,,,,
91,L2KG27-7D37,2,161,0,BLM,LBLM:BPN25:739:A,8915.696,,,,0,1,LBLM:BPN25:739:A,3,DUMPBSY,1,0,Intra-rack,,,,,
91,L2KG27-7D37,2,161,1,WF,LBLM:BPN25:739:A,8912.5472,,,,0,1,LBLM:BPN25:739:A_WF,3,DUMPBSY,1,0,L2A08315,,,,,
91,L2KG27-7D37,3,162,1,BPMS,BPMS:BPN27:400,8784.295614,,,,0,1,BPMBP27 (BPMS:BPN27:400),3,DUMPBSY,1,0,N/A,,,,,
