Name,MPS_Signal_Source,MPS_Signal_Type,MPS_Channel_#,Z_Name,O_Name,Alarm_State,Bit_Position,Alarm_State,Debounce
TEMP_STATE,Temperature PLC,0/24V,1,IS_FAULTED,IS_OK,0,0,0,10
