Name,MPS_Signal_Source,MPS_Signal_Type,MPS_Channel_#,Z_Name,O_Name,Alarm_State,Bit_Position,Alarm_State2,Debounce,auto_reset
HV,HV IOC,PV,1,IS_FAULTED,IS_OK,0,0,0,10,1
