Device,Mitigation,Fault,Area,Linac_Z,Position,MPS_Signal_Source_Location,Application_Card_Number,MPS_Crate,MPS_Channel_#1,Drawing_#
(REMOVE) WS0H04_PARK,Linac,PARKED,HTR,47.718176,340,47.718176,23,L2KG01-1931,9,MISSING - L2A00002 (station 187)
(REMOVE) WSDG01_PARK,Diag0,PARKED,DIAG0,154.041515,424,154.041515,23,L2KG01-1931,10,MISSING - L2A00002 (station 187)
(REMOVE) WSC104_PARK,Linac,PARKED,COL1,473.907651,396,473.907651,43,L2KG02-2215,24,MISSING - L2B00001 (station 520)
(REMOVE) WSC106_PARK,Linac,PARKED,COL1,500.15437,554,500.15437,43,L2KG02-2215,25,MISSING - L2B00001 (station 520)
(REMOVE) WSC108_PARK,Linac,PARKED,COL1,526.401089,713,526.401089,43,L2KG02-2215,26,MISSING - L2B00001 (station 520)
(REMOVE) WSC110_PARK,Linac,PARKED,COL1,552.647808,871,552.647808,43,L2KG02-2215,27,MISSING - L2B00001 (station 520)
(REMOVE) WSEMIT2_PARK,Linac,PARKED,EMIT2,1227.474915,634,1227.474915,61,L2KG04-1923,8,MISSING - L2D00002 (station 1167)
(REMOVE) WSBP1_PARK,Linac,PARKED,DOG,3279.302175,660,3279.302175,112,L2KG10-0733,0,MISSING - L2G00453 (station 3167)
(REMOVE) WSBP2_PARK,Linac,PARKED,BPN12,3945.968842,853,3945.968842,118,L2KG12-0133,1,MISSING - L2G00455 (station 3850)
(REMOVE) WSBP3_PARK,Linac,PARKED,BPN14,4645.821713,853,4645.821713,124,L2KG14-7D33,0,MISSING - L2G00457 (station 4520)
(REMOVE) WSBP4_PARK,Linac,PARKED,BPN16,5312.488379,853,5312.488379,130,L2KG16-6C33,0,MISSING - L2G00459 (station 5187)
(REMOVE) WSSP1D_PARK,Linac,PARKED,SPD,9891.076827,880,9891.076827,189,L2KG30-7D13,2,MISSING - L2H00002 (station 9853)
(REMOVE) WSVM2_PARK,HXU,PARKED,LTUH,10585.41275,106,10585.41275,227,B005-L0811,8,MISSING - L2J00002 (station 10715)
(REMOVE) WSDL31_PARK,HXU,PARKED,LTUH,10728.35223,222,10728.35223,227,B005-L0811,9,MISSING - L2J00002 (station 10715)
(REMOVE) WSDL4_PARK,HXU,PARKED,LTUH,11071.71457,500,11071.71457,241,B911-0620,2,MISSING - L2J00004 (station 11171 - B911)
(REMOVE) WS31_PARK,HXU,PARKED,LTUH,11234.79812,631,11234.79812,241,B911-0620,3,MISSING - L2J00004 (station 11171 - B911)
(REMOVE) WS31B_PARK,SXU,PARKED,LTUS,11234.79812,627,11234.79812,254,B911-0634,12,MISSING - L2J00004 (station 11171 - B911)
(REMOVE) WS32_PARK,HXU,PARKED,LTUH,11350.49078,725,11350.49078,260,B912-1419,4,MISSING - L2J00005 (station 11360 - B912)
(REMOVE) WS32B_PARK,SXU,PARKED,LTUS,11350.49078,720,11350.49078,266,B912-1426,0,MISSING - L2J00005 (station 11360 - B912)
(REMOVE) WS33B_PARK,SXU,PARKED,LTUS,11466.18344,812,11466.18344,266,B912-1426,1,MISSING - L2J00005 (station 11360 - B912)
(REMOVE) WS33_PARK,HXU,PARKED,LTUH,11466.18344,818,11466.18344,260,B912-1419,5,MISSING - L2J00005 (station 11360 - B912)
(REMOVE) WS34_PARK,HXU,PARKED,LTUH,11581.8761,912,11581.8761,294,B913-10725,6,MISSING - L2J00006 (station 11602 - B913)
(REMOVE) WS34B_PARK,SXU,PARKED,LTUS,11581.8761,905,11581.8761,272,B913-10233,3,MISSING - L2J00006 (station 11602 - B913)
