Number,Area,Location,Slot,AMC,Crate_Number,Crate,Type,Type_Number,Global_ID,Name,Description
268,LTUS,MP04;MP05,3,0,73,B912-1426,BPM,4,268,BPM,BPME31B/BPME32B
269,LTUS,MP04;MP05,4,0,73,B912-1426,BPM,4,269,BPM,BPME33B/BPME34B
270,LTUS,MP04;MP05,5,2,73,B912-1426,Wire Scanner,7,270,Wire Scanner,WS32B/WS33B
271,LTUS,MP04;MP05,6,1,73,B912-1426,MPS Analog,2,271,MPS Analog,Analog Inputs
272,UNDS,MP01,1,2,74,B913-10233,MPS Digital,1,272,MPS Digital,Digital Inputs
273,UNDS,MP01,2,1,74,B913-10233,MPS Analog,2,273,MPS Analog,Analog Inputs
274,UNDS,MP01,3,0,74,B913-10233,BPM,4,274,BPM,RFBSX16/RFBSX19
275,UNDS,MP01,4,0,74,B913-10233,BPM,4,275,BPM,RFBSX21/RFBSX24
276,UNDS,MP01,5,0,74,B913-10233,BPM,4,276,BPM,RFBSX25/RFBSX26
277,UNDS,MP01,6,2,74,B913-10233,Wire Scanner,7,277,Wire Scanner,WS34B
278,LTUS,MP06,2,1,75,B913-10333,MPS Analog,2,278,MPS Analog,Analog Inputs
279,LTUS,MP06,3,0,75,B913-10333,BPM,4,279,BPM,BPME35B/BPME36B
280,LTUS,MP06,4,0,75,B913-10333,BPM,4,280,BPM,BPMUM1B/BPMUM2B
281,LTUS,MP06,5,0,75,B913-10333,BPM,4,281,BPM,BPMUM3B/BPMUM4B
282,UNDH,MP01;MP02,2,1,76,B913-10711,MPS Analog,2,282,MPS Analog,Analog Inputs
283,UNDH,MP01;MP02,3,0,76,B913-10711,BPM,4,283,BPM,RFBHX22/RFBHX23
284,UNDH,MP01;MP02,4,0,76,B913-10711,BPM,4,284,BPM,RFBHX24/RFBHX25
285,UNDH,MP01;MP02,5,0,76,B913-10711,BPM,4,285,BPM,RFBHX26/RFBHX27
286,UNDH,MP01;MP02,6,2,76,B913-10711,Wire Scanner,7,286,Wire Scanner,WS33/WS34
287,UNDH,MP01;MP02,7,1,76,B913-10711,MPS Analog,2,287,MPS Analog,Analog Inputs
288,UNDH,MP03,2,1,77,B913-10718,MPS Analog,2,288,MPS Analog,Analog Inputs
289,UNDH,MP03,3,0,77,B913-10718,BPM,4,289,BPM,RFBHX12/RFBHX13
290,UNDH,MP03,4,0,77,B913-10718,BPM,4,290,BPM,RFBHX14/RFBHX15
291,UNDH,MP03,5,0,77,B913-10718,BPM,4,291,BPM,RFBHX16/RFBHX17
292,UNDH,MP03,6,0,77,B913-10718,BPM,4,292,BPM,RFBHX18/RFBHX19
293,UNDH,MP03,7,0,77,B913-10718,BPM,4,293,BPM,RFBHX20/RFBHX21
294,UNDH,MP04,1,2,78,B913-10725,MPS Digital,1,294,MPS Digital,Digital Inputs
295,UNDH,MP04,2,1,78,B913-10725,MPS Analog,2,295,MPS Analog,Analog Inputs
296,UNDH,MP04,3,0,78,B913-10725,BPM,4,296,BPM,BPME35/BPME36
297,UNDH,MP04,4,0,78,B913-10725,BPM,4,297,BPM,BPMUM1/BPMUM2
298,UNDH,MP04,5,0,78,B913-10725,BPM,4,298,BPM,BPMUM3/BPMUM4
299,UNDS,MP06;MP08,5,1,83,B921-8218,MPS Analog,2,299,MPS Analog,Analog Inputs
300,UNDS,MP02;MP03;MP04,2,1,79,B921-1421,MPS Analog,2,300,MPS Analog,Analog Inputs
301,UNDS,MP02;MP03;MP04,3,0,79,B921-1421,BPM,4,301,BPM,RFBSX35/RFBSX36
302,UNDS,MP02;MP03;MP04,4,0,79,B921-1421,BPM,4,302,BPM,RFBSX37/RFBSX38
303,UNDS,MP02;MP03;MP04,5,0,79,B921-1421,BPM,4,303,BPM,RFBSX39/
304,UNDS,MP02;MP03;MP04,6,1,79,B921-1421,MPS Analog,2,304,MPS Analog,Analog Inputs
305,UNDS,MP02;MP03;MP04,7,1,79,B921-1421,MPS Analog,2,305,MPS Analog,Analog Inputs
306,UNDS,MP05,1,2,80,B921-1433,MPS Digital,1,306,MPS Digital,Digital Inputs
307,UNDS,MP05,2,1,80,B921-1433,MPS Analog,2,307,MPS Analog,Analog Inputs
308,UNDS,MP05,3,0,80,B921-1433,BPM,4,308,BPM,RFBSX27/RFBSX28
309,UNDS,MP05,4,0,80,B921-1433,BPM,4,309,BPM,RFBSX29/RFBSX30
310,UNDS,MP05,5,0,80,B921-1433,BPM,4,310,BPM,RFBSX31/RFBSX32
311,UNDS,MP05,6,0,80,B921-1433,BPM,4,311,BPM,RFBSX33/RFBSX34
312,UNDH,MP05,2,1,81,B921-1517,MPS Analog,2,312,MPS Analog,Analog Inputs
313,UNDH,MP05,3,0,81,B921-1517,BPM,4,313,BPM,RFBHX31/RFBHX32
314,UNDH,MP05,4,0,81,B921-1517,BPM,4,314,BPM,RFBHX33/RFBHX34
315,UNDH,MP05,5,0,81,B921-1517,BPM,4,315,BPM,RFBHX35/
316,UNDH,MP06;MP07;MP10,1,2,82,B921-1524,MPS Digital,1,316,MPS Digital,Digital Inputs
317,UNDH,MP06;MP07;MP10,2,1,82,B921-1524,MPS Analog,2,317,MPS Analog,Analog Inputs
318,UNDH,MP06;MP07;MP10,4,0,82,B921-1524,BPM,4,318,BPM,RFBHX28/RFBHX29
319,UNDH,MP06;MP07;MP10,5,0,82,B921-1524,BPM,4,319,BPM,RFBHX30/
320,UNDH,MP06;MP07;MP10,6,1,82,B921-1524,MPS Analog,2,320,MPS Analog,Analog Inputs
321,UNDS,MP07,2,1,84,B921-8233,MPS Analog,2,321,MPS Analog,Analog Inputs
322,UNDS,MP07,3,0,84,B921-8233,BPM,4,322,BPM,RFBSX40/RFBSX41
323,UNDS,MP07,4,0,84,B921-8233,BPM,4,323,BPM,RFBSX42/RFBSX43
324,UNDS,MP07,5,0,84,B921-8233,BPM,4,324,BPM,RFBSX44/RFBSX45
325,UNDS,MP07,6,0,84,B921-8233,BPM,4,325,BPM,RFBSX46/RFBSX47
326,UNDS,MP07,7,0,84,B921-8233,BPM,4,326,BPM,RFBSX51/
327,UNDS,MP06;MP08,2,1,83,B921-8218,MPS Analog,2,327,MPS Analog,Analog Inputs
328,UNDS,MP06;MP08,3,0,83,B921-8218,BPM,4,328,BPM,BPMUE1B/BPMUE2B
329,UNDS,MP06;MP08,4,0,83,B921-8218,BPM,4,329,BPM,BPMQDB/BPMDDB
330,UNDH,MP08,2,1,85,B921-8317,MPS Analog,2,330,MPS Analog,Analog Inputs
331,UNDH,MP08,3,0,85,B921-8317,BPM,4,331,BPM,RFBHX44/RFBHX45
332,UNDH,MP08,4,0,85,B921-8317,BPM,4,332,BPM,RFBHX46/RFBHX51
333,UNDH,MP08,5,0,85,B921-8317,BPM,4,333,BPM,BPMUE1/BPMUE2
334,UNDH,MP08,6,0,85,B921-8317,BPM,4,334,BPM,BPMQD/BPMDD
335,UNDH,MP09,2,1,86,B921-8324,MPS Analog,2,335,MPS Analog,Analog Inputs
336,UNDH,MP09,3,0,86,B921-8324,BPM,4,336,BPM,RFBHX36/RFBHX37
337,UNDH,MP09,4,0,86,B921-8324,BPM,4,337,BPM,RFBHX38/RFBHX39
338,UNDH,MP09,5,0,86,B921-8324,BPM,4,338,BPM,RFBHX40/RFBHX41
339,UNDH,MP09,6,0,86,B921-8324,BPM,4,339,BPM,RFBHX42/RFBHX43
340,FEEH,MP01;MP02,1,2,87,B940-009-R2,MPS Digital,1,340,MPS Digital,Digital Inputs
341,FEEH,MP01;MP02,3,1,87,B940-009-R2,MPS Analog,2,341,MPS Analog,Analog Inputs
342,FEES,MP01;MP02;MP03,1,2,88,B940-009-R7,MPS Digital,1,342,MPS Digital,Digital Inputs
343,FEES,MP01;MP02;MP03,6,1,88,B940-009-R7,MPS Analog,2,343,MPS Analog,Analog Inputs
344,BSYS,MP04,2,1,64,B005-L0716,MPS Analog,2,344,MPS Analog,Analog Inputs
345,BSYH,MP03,2,1,63,B005-L0811,MPS Analog,2,345,MPS Analog,Analog Inputs
346,CLTS,MP01,2,1,57,B136-0521,MPS Analog,2,346,MPS Analog,Analog Inputs
347,LTUS,MP06,1,2,75,B913-10333,MPS Digital,1,347,MPS Digital,Digital Inputs
348,UNDH,MP01;MP02,1,2,76,B913-10711,MPS Digital,1,348,MPS Digital,Digital Inputs
349,UNDH,MP03,1,2,77,B913-10718,MPS Digital,1,349,MPS Digital,Digital Inputs
350,L0B,MP01,1,2,2,L2KA00-0615,MPS Digital,1,350,MPS Digital,Digital Inputs
351,L0B,MP02,1,2,3,L2KA00-0608,MPS Digital,1,351,MPS Digital,Digital Inputs
352,L0B,MP05,1,2,6,L2KG01-1937,MPS Digital,1,352,MPS Digital,Digital Inputs
353,COL0,MP01,1,2,7,L2KG01-2037,MPS Digital,1,353,MPS Digital,Digital Inputs
354,BC1B,MP03,1,2,10,L2KG02-2323,MPS Digital,1,354,MPS Digital,Digital Inputs
355,L2B,MP01,1,2,11,L2KG03-4933,MPS Digital,1,355,MPS Digital,Digital Inputs
356,L2B,MP03,1,2,14,L2KG04-2609,MPS Digital,1,356,MPS Digital,Digital Inputs
357,L2B,MP04,1,2,15,L2KG04-2615,MPS Digital,1,357,MPS Digital,Digital Inputs
358,BC2B,MP02,1,2,16,L2KG05-6122,MPS Digital,1,358,MPS Digital,Digital Inputs
359,L3B,MP01,1,2,18,L2KG06-6033,MPS Digital,1,359,MPS Digital,Digital Inputs
360,DOG,MP01,1,2,23,L2KG08-8C33,MPS Digital,1,360,MPS Digital,Digital Inputs
361,SPS,MP01,1,2,45,L2KG28-7D34,MPS Digital,1,361,MPS Digital,Digital Inputs
362,SPH,MP02,1,2,47,L2KG29-3D34,MPS Digital,1,362,MPS Digital,Digital Inputs
363,SPD,MP03,1,2,51,L2KG30-4E13,MPS Digital,1,363,MPS Digital,Digital Inputs
364,SPS,MP03,1,2,52,L2KG30-4E20,MPS Digital,1,364,MPS Digital,Digital Inputs
365,SPH,MP04,1,2,53,L2KG30-4E27,MPS Digital,1,365,MPS Digital,Digital Inputs
366,LTUH,MP02,1,2,66,B105-0124,MPS Digital,1,366,MPS Digital,Digital Inputs
367,LTUS,MP01,1,2,67,B105-0131,MPS Digital,1,367,MPS Digital,Digital Inputs
368,LTUS,MP02,1,2,69,B911-0627,MPS Digital,1,368,MPS Digital,Digital Inputs
369,LTUH,MP04,1,2,71,B911-0537,MPS Digital,1,369,MPS Digital,Digital Inputs
370,UNDS,MP02;MP03;MP04,1,2,79,B921-1421,MPS Digital,1,370,MPS Digital,Digital Inputs
371,UNDH,MP05,1,2,81,B921-1517,MPS Digital,1,371,MPS Digital,Digital Inputs
372,UNDS,MP06;MP08,1,2,83,B921-8218,MPS Digital,1,372,MPS Digital,Digital Inputs
373,UNDS,MP07,1,2,84,B921-8233,MPS Digital,1,373,MPS Digital,Digital Inputs
374,UNDH,MP08,1,2,85,B921-8317,MPS Digital,1,374,MPS Digital,Digital Inputs
375,UNDH,MP09,1,2,86,B921-8324,MPS Digital,1,375,MPS Digital,Digital Inputs
376,L3B,MP04,1,2,21,L2KG07-3831,MPS Digital,1,376,MPS Digital,Digital Inputs
377,FEES,MP01;MP02;MP03,7,1,88,B940-009-R7,MPS Analog,2,377,MPS Analog,Analog Inputs
378,L3B,MP06,1,2,89,L2KG06-6122,MPS Digital,1,378,MPS Digital,Digital Inputs
379,GUNB,MP02,1,2,90,L2CID-0707,MPS Digital,1,379,MPS Digital,Digital Inputs
380,UNDH,MP11,1,2,91,B921-8117,MPS Digital,1,380,MPS Digital,Digital Inputs
381,UNDH,MP11,2,1,91,B921-8117,MPS Analog,2,381,MPS Analog,Analog Inputs
382,UNDH,MP11,3,0,91,B921-8117,BPM,4,382,BPM,RFBHX47/
383,L0B,MP01,2,1,3,L2KA00-0608,MPS Analog,2,383,MPS Analog,Analog Inputs
384,GUNB,MP02,2,2,90,L2CID-0707,MPS Analog,2,384,MPS Analog,AOM Test
385,SLTD,MP02,1,2,92,B005-L0717,MPS Digital,1,385,MPS Digital,Digital Inputs
