Device_Location,State_Name,Device_State_Number,Fault_Description,LINAC,DIAG0,SXU,HXU
LINAC,FAULT,2,Waterflow Faulted,1,-,-,-
SXU,FAULT,2,Waterflow Faulted,-,-,1,-
HXU,FAULT,2,Waterflow Faulted,-,-,-,1
