Device,Mitigation,Fault,Area,LINAC_Z,Position,MPS_Signal_Source_Location,Application_Card_Number,MPS_Crate,MPS_Channel_#1,MPS_Channel_#2,MPS_Channel_#3,MPS_Channel_#4,MPS_Channel_#5,MPS_Channel_#6,MPS_Channel_#7,MPS_Channel_#8,Measured_Device_Type_Id,Drawing_#,fault_name,ignore_device,always_evaluate,LN_OK,CN_OK,Logic_OK
YAG01B,LINAC,POSITION,GUNB,-28.061394,753,L2KA00-1506,1,L2KA00-0517,23,22,21,19,18,17,16,20,43,MISSING,YAG01B Position (MOVR:GUNB:753),1,0,,,
