Device_Location,State_Name,Device_State_Number,Fault_Description,LINAC,DIAG0,SXU,HXU
LINAC,OPEN,1,Screen out,-,-,-,-
LINAC,CLOSED,2,Screen in,-,-,-,-
LINAC,MOVING,3,Screen moving,-,-,-,-
LINAC,BROKEN,4,Screen broken,1,-,-,-
