Device,Mitigation,Fault,Area,Linac_Z,Position,MPS_Signal_Source_Location,Application_Card_Number,MPS_Crate,MPS_Channel_#1,Drawing_#
BLMS26_HV,SXU,SXU HV Fault,UNDS,11833,2610,CBLM:UNDS:2610:RMON,266,B912-1426,45,EI-376-060-05-C0
BLMS27_HV,SXU,SXU HV Fault,UNDS,11847.5,2710,CBLM:UNDS:2710:RMON,266,B912-1426,46,EI-376-060-05-C0
BLMS28_HV,SXU,SXU HV Fault,UNDS,11862,2810,CBLM:UNDS:2810:RMON,266,B912-1426,47,EI-376-060-05-C0
BLMS29_HV,SXU,SXU HV Fault,UNDS,11876.5,2910,CBLM:UNDS:2910:RMON,272,B913-10233,33,EI-376-060-05-C0
BLMS30_HV,SXU,SXU HV Fault,UNDS,11891,3010,CBLM:UNDS:3010:RMON,272,B913-10233,34,EI-376-060-05-C0
BLMS31_HV,SXU,SXU HV Fault,UNDS,11905.5,3110,CBLM:UNDS:3110:RMON,272,B913-10233,35,EI-376-060-05-C0
BLMS32_HV,SXU,SXU HV Fault,UNDS,11920,3210,CBLM:UNDS:3210:RMON,272,B913-10233,36,EI-376-060-05-C0
BLMS33_HV,SXU,SXU HV Fault,UNDS,11934.5,3310,CBLM:UNDS:3310:RMON,272,B913-10233,37,EI-376-060-05-C0
BLMS34_HV,SXU,SXU HV Fault,UNDS,11949,3410,CBLM:UNDS:3410:RMON,272,B913-10233,38,EI-376-060-05-C0
BLMS35_HV,SXU,SXU HV Fault,UNDS,11963.5,3510,CBLM:UNDS:3510:RMON,272,B913-10233,39,EI-376-060-05-C0
BLMS36_HV,SXU,SXU HV Fault,UNDS,11978,3610,CBLM:UNDS:3610:RMON,272,B913-10233,40,EI-376-060-05-C0
BLMS37_HV,SXU,SXU HV Fault,UNDS,11992.5,3710,CBLM:UNDS:3710:RMON,272,B913-10233,41,EI-376-060-05-C0
BLMS38_HV,SXU,SXU HV Fault,UNDS,12007,3810,CBLM:UNDS:3810:RMON,272,B913-10233,42,EI-376-060-05-C0
BLMS39_HV,SXU,SXU HV Fault,UNDS,12021.5,3910,CBLM:UNDS:3910:RMON,272,B913-10233,43,EI-376-060-05-C0
BLMS40_HV,SXU,SXU HV Fault,UNDS,12036,4010,CBLM:UNDS:4010:RMON,272,B913-10233,44,EI-376-060-05-C0
BLMS41_HV,SXU,SXU HV Fault,UNDS,12050.5,4110,CBLM:UNDS:4110:RMON,272,B913-10233,45,EI-376-060-05-C0
BLMS42_HV,SXU,SXU HV Fault,UNDS,12065,4210,CBLM:UNDS:4210:RMON,272,B913-10233,46,EI-376-060-05-C0
BLMS43_HV,SXU,SXU HV Fault,UNDS,12079.5,4310,CBLM:UNDS:4310:RMON,272,B913-10233,47,EI-376-060-05-C0
BLMS44_HV,SXU,SXU HV Fault,UNDS,12094,4410,CBLM:UNDS:4410:RMON,306,B921-1433,38,EI-376-060-05-C0
BLMS45_HV,SXU,SXU HV Fault,UNDS,12108.5,4510,CBLM:UNDS:4510:RMON,306,B921-1433,39,EI-376-060-05-C0
BLMS46_HV,SXU,SXU HV Fault,UNDS,12123,4610,CBLM:UNDS:4610:RMON,306,B921-1433,40,EI-376-060-05-C0
BLMS47_HV,SXU,SXU HV Fault,UNDS,12137.5,4710,CBLM:UNDS:4710:RMON,306,B921-1433,41,EI-376-060-05-C0
BLMH13_HV,HXU,HXU HV Fault,UNDH,11688,1375,CBLM:UNDH:1375:RMON,294,B913-10725,43,EI384-402-54-C2
BLMH14_HV,HXU,HXU HV Fault,UNDH,11701.17,1475,CBLM:UNDH:1475:RMON,294,B913-10725,44,EI384-402-54-C2
BLMH15_HV,HXU,HXU HV Fault,UNDH,11714.34,1575,CBLM:UNDH:1575:RMON,294,B913-10725,45,EI384-402-54-C2
BLMH16_HV,HXU,HXU HV Fault,UNDH,11727.51,1675,CBLM:UNDH:1675:RMON,294,B913-10725,46,EI384-402-54-C2
BLMH17_HV,HXU,HXU HV Fault,UNDH,11740.68,1775,CBLM:UNDH:1775:RMON,294,B913-10725,47,EI384-402-54-C2
BLMH18_HV,HXU,HXU HV Fault,UNDH,11753.85,1875,CBLM:UNDH:1875:RMON,316,B921-1524,37,EI384-402-54-C2
BLMH19_HV,HXU,HXU HV Fault,UNDH,11767.02,1975,CBLM:UNDH:1975:RMON,316,B921-1524,38,EI384-402-54-C2
