Device,Mitigation,Fault,Area,Linac_Z,Position,MPS_Signal_Source_Location,Application_Card_Number,MPS_Crate,MPS_Channel_#1,Drawing_#
BLMH20_HV,HXU,HXU HV Fault,UNDH,11780.19,2075,CBLM:UNDH:2075:RMON,316,B921-1524,39,EI384-402-54-C2
BLMH21_HV,HXU,HXU HV Fault,UNDH,11793.36,2175,CBLM:UNDH:2175:RMON,316,B921-1524,40,EI384-402-54-C2
BLMH22_HV,HXU,HXU HV Fault,UNDH,11806.53,2275,CBLM:UNDH:2275:RMON,316,B921-1524,41,EI384-402-54-C2
BLMH23_HV,HXU,HXU HV Fault,UNDH,11819.7,2375,CBLM:UNDH:2375:RMON,316,B921-1524,42,EI384-402-54-C2
BLMH24_HV,HXU,HXU HV Fault,UNDH,11832.87,2475,CBLM:UNDH:2475:RMON,316,B921-1524,43,EI384-402-54-C2
BLMH25_HV,HXU,HXU HV Fault,UNDH,11846.04,2575,CBLM:UNDH:2575:RMON,316,B921-1524,44,EI384-402-54-C2
BLMH26_HV,HXU,HXU HV Fault,UNDH,11859.21,2675,CBLM:UNDH:2675:RMON,316,B921-1524,45,EI384-402-54-C2
BLMH27_HV,HXU,HXU HV Fault,UNDH,11872.38,2775,CBLM:UNDH:2775:RMON,316,B921-1524,46,EI384-402-55-C1
BLMH28_HV,HXU,HXU HV Fault,UNDH,11885.55,2875,CBLM:UNDH:2875:RMON,316,B921-1524,47,EI384-402-55-C1
BLMH29_HV,HXU,HXU HV Fault,UNDH,11898.72,2975,CBLM:UNDH:2975:RMON,340,B940-009-R2,33,EI384-402-55-C1
BLMH30_HV,HXU,HXU HV Fault,UNDH,11911.89,3075,CBLM:UNDH:3075:RMON,340,B940-009-R2,34,EI384-402-55-C1
BLMH31_HV,HXU,HXU HV Fault,UNDH,11925.06,3175,CBLM:UNDH:3175:RMON,340,B940-009-R2,35,EI384-402-55-C1
BLMH32_HV,HXU,HXU HV Fault,UNDH,11938.23,3275,CBLM:UNDH:3275:RMON,340,B940-009-R2,36,EI384-402-55-C1
BLMH33_HV,HXU,HXU HV Fault,UNDH,11951.4,3375,CBLM:UNDH:3375:RMON,340,B940-009-R2,37,EI384-402-55-C1
BLMH34_HV,HXU,HXU HV Fault,UNDH,11964.57,3475,CBLM:UNDH:3475:RMON,340,B940-009-R2,38,EI384-402-55-C1
BLMH35_HV,HXU,HXU HV Fault,UNDH,11977.74,3575,CBLM:UNDH:3575:RMON,340,B940-009-R2,39,EI384-402-55-C1
BLMH36_HV,HXU,HXU HV Fault,UNDH,11990.91,3675,CBLM:UNDH:3675:RMON,340,B940-009-R2,40,EI384-402-55-C1
BLMH37_HV,HXU,HXU HV Fault,UNDH,12004.08,3775,CBLM:UNDH:3775:RMON,340,B940-009-R2,41,EI384-402-55-C1
BLMH38_HV,HXU,HXU HV Fault,UNDH,12017.25,3875,CBLM:UNDH:3875:RMON,340,B940-009-R2,42,EI384-402-55-C1
BLMH39_HV,HXU,HXU HV Fault,UNDH,12030.42,3975,CBLM:UNDH:3975:RMON,340,B940-009-R2,43,EI384-402-55-C1
BLMH40_HV,HXU,HXU HV Fault,UNDH,12043.59,4075,CBLM:UNDH:4075:RMON,340,B940-009-R2,44,EI384-402-55-C1
BLMH41_HV,HXU,HXU HV Fault,UNDH,12056.76,4175,CBLM:UNDH:4175:RMON,340,B940-009-R2,45,EI384-402-55-C1
BLMH42_HV,HXU,HXU HV Fault,UNDH,12069.93,4275,CBLM:UNDH:4275:RMON,340,B940-009-R2,46,EI384-402-55-C1
BLMH43_HV,HXU,HXU HV Fault,UNDH,12083.1,4375,CBLM:UNDH:4375:RMON,340,B940-009-R2,47,EI384-402-55-C1
BLMH44_HV,HXU,HXU HV Fault,UNDH,12096.27,4475,CBLM:UNDH:4475:RMON,215,B106-0124,34,EI384-402-55-C1
BLMH45_HV,HXU,HXU HV Fault,UNDH,12109.44,4575,CBLM:UNDH:4575:RMON,215,B106-0124,35,EI384-402-55-C1
BLMH46_HV,HXU,HXU HV Fault,UNDH,12122.61,4675,CBLM:UNDH:4675:RMON,215,B106-0124,36,EI384-402-55-C1
BLMS48_HV,SXU,HXU HV Fault,UNDS,12150,4810,CBLM:UNDS:4810:RMON,306,B921-1433,42,EI-376-060-05-C0

