Name,Number,Description,Value,Mask,Fault,Fault_Description
OUT,1,Stopper Out,1,4294967295,POSITION,Stopper Fault
IN,2,Stopper In,2,4294967295,POSITION,Stopper Fault
MOVING,3,Stopper Moving,0,4294967295,POSITION,Stopper Fault
BROKEN,4,Stopper Broken,3,4294967295,POSITION,Stopper Fault
