Device,Mitigation,Fault,Area,Linac_Z,Position,MPS_Signal_Source_Location,Application_Card_Number,MPS_Crate,MPS_Channel_#1,Drawing_#
CSP01-00,Linac,STATUS,L0B,-3.369718,0101,LLRF Card,16,L2KA00-0608,0,N/A
CSP01-01,Linac,STATUS,L0B,-3.369718,0102,LLRF Card,16,L2KA00-0608,1,N/A
CSP01-02,Linac,STATUS,L0B,-3.369718,0103,LLRF Card,16,L2KA00-0608,2,N/A
CSP01-03,Linac,STATUS,L0B,-3.369718,0104,LLRF Card,16,L2KA00-0608,3,N/A
CSP01-04,Linac,STATUS,L0B,-3.369718,0105,LLRF Card,16,L2KA00-0608,4,N/A
CSP01-05,Linac,STATUS,L0B,-3.369718,0106,LLRF Card,16,L2KA00-0608,5,N/A
CSP01-06,Linac,STATUS,L0B,-3.369718,0107,LLRF Card,16,L2KA00-0608,6,N/A
CSP01-07,Linac,STATUS,L0B,-3.369718,0108,LLRF Card,16,L2KA00-0608,7,N/A
CSP02-00,Linac,STATUS,L1B,279.135794,0201,LLRF Card,16,L2KA00-0608,8,N/A
CSP02-01,Linac,STATUS,L1B,279.135794,0202,LLRF Card,16,L2KA00-0608,9,N/A
CSP02-02,Linac,STATUS,L1B,279.135794,0203,LLRF Card,16,L2KA00-0608,10,N/A
CSP02-03,Linac,STATUS,L1B,279.135794,0204,LLRF Card,16,L2KA00-0608,11,N/A
CSP02-04,Linac,STATUS,L1B,279.135794,0205,LLRF Card,16,L2KA00-0608,12,N/A
CSP02-05,Linac,STATUS,L1B,279.135794,0206,LLRF Card,16,L2KA00-0608,13,N/A
CSP02-06,Linac,STATUS,L1B,279.135794,0207,LLRF Card,16,L2KA00-0608,14,N/A
CSP02-07,Linac,STATUS,L1B,279.135794,0208,LLRF Card,16,L2KA00-0608,15,N/A
CSP03-00,Linac,STATUS,L1B,319.228937,0301,LLRF Card,17,L2KA00-0608,0,N/A
CSP03-01,Linac,STATUS,L1B,319.228937,0302,LLRF Card,17,L2KA00-0608,1,N/A
CSP03-02,Linac,STATUS,L1B,319.228937,0303,LLRF Card,17,L2KA00-0608,2,N/A
CSP03-03,Linac,STATUS,L1B,319.228937,0304,LLRF Card,17,L2KA00-0608,3,N/A
CSP03-04,Linac,STATUS,L1B,319.228937,0305,LLRF Card,17,L2KA00-0608,4,N/A
CSP03-05,Linac,STATUS,L1B,319.228937,0306,LLRF Card,17,L2KA00-0608,5,N/A
CSP03-06,Linac,STATUS,L1B,319.228937,0307,LLRF Card,17,L2KA00-0608,6,N/A
CSP03-07,Linac,STATUS,L1B,319.228937,0308,LLRF Card,17,L2KA00-0608,7,N/A
CSP04-00,Linac,STATUS,L2B,610.885833,0401,LLRF Card,17,L2KA00-0608,8,N/A
CSP04-01,Linac,STATUS,L2B,610.885833,0402,LLRF Card,17,L2KA00-0608,9,N/A
CSP04-02,Linac,STATUS,L2B,610.885833,0403,LLRF Card,17,L2KA00-0608,10,N/A
CSP04-03,Linac,STATUS,L2B,610.885833,0404,LLRF Card,17,L2KA00-0608,11,N/A
CSP04-04,Linac,STATUS,L2B,610.885833,0405,LLRF Card,17,L2KA00-0608,12,N/A
CSP04-05,Linac,STATUS,L2B,610.885833,0406,LLRF Card,17,L2KA00-0608,13,N/A
CSP04-06,Linac,STATUS,L2B,610.885833,0407,LLRF Card,17,L2KA00-0608,14,N/A
CSP04-07,Linac,STATUS,L2B,610.885833,0408,LLRF Card,17,L2KA00-0608,15,N/A
CSPH1-01,Linac,STATUS,L1B,343.556004,H101,LLRF Card,18,L2KA00-0608,0,N/A
CSPH1-02,Linac,STATUS,L1B,343.556004,H102,LLRF Card,18,L2KA00-0608,1,N/A
CSPH1-03,Linac,STATUS,L1B,343.556004,H103,LLRF Card,18,L2KA00-0608,2,N/A
CSPH1-04,Linac,STATUS,L1B,343.556004,H104,LLRF Card,18,L2KA00-0608,3,N/A
CSPH1-05,Linac,STATUS,L1B,343.556004,H105,LLRF Card,18,L2KA00-0608,4,N/A
CSPH1-06,Linac,STATUS,L1B,343.556004,H106,LLRF Card,18,L2KA00-0608,5,N/A
CSPH1-07,Linac,STATUS,L1B,343.556004,H107,LLRF Card,18,L2KA00-0608,6,N/A
CSPH1-08,Linac,STATUS,L1B,343.556004,H108,LLRF Card,18,L2KA00-0608,7,N/A
