Number,Area,Location,Slot,AMC,Crate_Number,Crate,Type,Type_Number,Global_ID,Name,Description
337,UNDS,MP04,4,0,81,B921-1433,BPM Card,4,337,BPM Card,EMPTY
338,UNDS,MP04,5,0,81,B921-1433,BPM Card,4,338,BPM Card,EMPTY
339,UNDS,MP04,6,0,81,B921-1433,BPM Card,4,339,BPM Card,EMPTY
340,UNDH,MP03,2,2,82,B921-1520,Digital Card,1,340,Digital Card,No Trunk
341,UNDH,MP03,2,1,82,B921-1520,Generic ADC,2,341,Generic ADC,HXU BLM 27 to 32
342,UNDH,MP03,3,0,82,B921-1520,BPM Card,4,342,BPM Card,EMPTY
343,UNDH,MP03,4,0,82,B921-1520,BPM Card,4,343,BPM Card,EMPTY
344,UNDH,MP03,5,0,82,B921-1520,BPM Card,4,344,BPM Card,EMPTY
345,UNDH,MP04,2,2,83,B921-1527,Digital Card,1,345,Digital Card,HXR Trunk Cable (L2K00406/L2K00407)
346,UNDH,MP04,2,1,83,B921-1527,Generic ADC,2,346,Generic ADC,HXU BLM 45 to 46 and dipoles and PBLM
347,UNDH,MP04,3,0,83,B921-1527,BPM Card,4,347,BPM Card,EMPTY
348,UNDH,MP04,4,0,83,B921-1527,BPM Card,4,348,BPM Card,EMPTY
349,UNDH,MP04,5,0,83,B921-1527,BPM Card,4,349,BPM Card,EMPTY
350,UNDH,MP04,6,1,83,B921-1527,Generic ADC,2,350,Generic ADC,BCS Fiber BLM
351,UNDS,MP06,2,2,85,B921-8233,Digital Card,1,351,Digital Card,No Trunk
352,UNDS,MP06,2,1,85,B921-8233,Generic ADC,2,352,Generic ADC,SXU BLM 44 to 47 and 32 to 33
353,UNDS,MP06,3,0,85,B921-8233,BPM Card,4,353,BPM Card,EMPTY
354,UNDS,MP06,4,0,85,B921-8233,BPM Card,4,354,BPM Card,EMPTY
355,UNDS,MP06,5,0,85,B921-8233,BPM Card,4,355,BPM Card,EMPTY
356,UNDS,MP06,6,0,85,B921-8233,BPM Card,4,356,BPM Card,EMPTY
357,UNDS,MP06,7,0,85,B921-8233,BPM Card,4,357,BPM Card,EMPTY
358,UNDS,MP05,2,2,84,B921-8218,Digital Card,1,358,Digital Card,No Trunk
359,UNDS,MP05,2,1,84,B921-8218,Generic ADC,2,359,Generic ADC,SXU BLM 38 to 44
360,UNDS,MP05,3,0,84,B921-8218,BPM Card,4,360,BPM Card,EMPTY
361,UNDS,MP05,4,0,84,B921-8218,BPM Card,4,361,BPM Card,EMPTY
362,UNDH,MP05,2,2,86,B921-8317,Digital Card,1,362,Digital Card,No Trunk
363,UNDH,MP05,2,1,86,B921-8317,Generic ADC,2,363,Generic ADC,HXU BLM 33 to 38
364,UNDH,MP05,3,0,86,B921-8317,BPM Card,4,364,BPM Card,EMPTY
365,UNDH,MP05,4,0,86,B921-8317,BPM Card,4,365,BPM Card,EMPTY
366,UNDH,MP05,5,0,86,B921-8317,BPM Card,4,366,BPM Card,EMPTY
367,UNDH,MP05,6,0,86,B921-8317,BPM Card,4,367,BPM Card,EMPTY
368,UNDH,MP06,2,2,87,B921-8324,Digital Card,1,368,Digital Card,No Trunk
369,UNDH,MP06,2,1,87,B921-8324,Generic ADC,2,369,Generic ADC,HXU BLM 39 to 44
370,UNDH,MP06,3,0,87,B921-8324,BPM Card,4,370,BPM Card,EMPTY
371,UNDH,MP06,4,0,87,B921-8324,BPM Card,4,371,BPM Card,EMPTY
372,UNDH,MP06,5,0,87,B921-8324,BPM Card,4,372,BPM Card,EMPTY
373,UNDH,MP06,6,0,87,B921-8324,BPM Card,4,373,BPM Card,EMPTY
374,FEEH,MP01,2,2,88,FEE-0101,Digital Card,1,374,Digital Card,PMPS Inputs HXR
375,FEEH,MP01,2,1,88,FEE-0101,Generic ADC,2,375,Generic ADC,BCS PBLMs HXR
376,FEES,MP01,2,2,89,FEE-0102,Digital Card,1,376,Digital Card,PMPS Inputs SXR
377,FEES,MP01,2,1,89,FEE-0102,Generic ADC,2,377,Generic ADC,PMPS PBLMs SXR
