Name,Number,Description,Value,Mask,Fault,Fault_Description
I0_LOSS_T0,1,Beam Loss,1,1,I0_LOSS,Beam Loss Fault
I0_LOSS_T1,2,Beam Loss,2,2,I0_LOSS,Beam Loss Fault
I0_LOSS_T2,3,Beam Loss,4,4,I0_LOSS,Beam Loss Fault
I0_LOSS_T3,4,Beam Loss,8,8,I0_LOSS,Beam Loss Fault
I0_LOSS_T4,5,Beam Loss,16,16,I0_LOSS,Beam Loss Fault
I0_LOSS_T5,6,Beam Loss,32,32,I0_LOSS,Beam Loss Fault
I0_LOSS_T6,7,Beam Loss,64,64,I0_LOSS,Beam Loss Fault
I0_LOSS_T7,8,Beam Loss,128,128,I0_LOSS,Beam Loss Fault
