Device,Mitigation,Fault,Area,LINAC_Z,Position,MPS_Signal_Source_Location,Application_Card_Number,MPS_Crate,MPS_Channel_#1,Drawing_#
BZ0H04,LINAC,all,HTR,48.535761,350,-,9,L2KA00-0615,0,N/A
BZ11B,LINAC,all,BC1B,425.483005,850,-,44,L2KG02-2215,0,N/A
BZ21B,LINAC,all,BC2B,1173.727034,950,-,71,L2KG04-2615,0,N/A
