Device_Location,State_Name,Device_State_Number,Fault_Description,LINAC,DIAG0,SXU,HXU
LINAC,IS_FAULTED,2,LINAC Magnet Fault,1,-,-,-
DIAG0,IS_FAULTED,2,Diag0 Magnet Fault,-,1,-,-
SXU,IS_FAULTED,2,SXU Magnet Fault,-,-,1,-
HXU,IS_FAULTED,2,HXU Magnet Fault,-,-,-,1
