Device,Mitigation,Fault,Area,LINAC_Z,Position,MPS_Signal_Source_Location,Application_Card_Number,MPS_Crate,MPS_Channel_#1,Drawing_#
QCM01,LINAC,BACT,L0B,13.317552,0185,QUAD:L0B:0185:INTOL,1,L2KA00-0517,37,N/A
QDG001,LINAC,BACT,DIAG0,118.692923,190,QUAD:DIAG0:190:INTOL,1,L2KA00-0517,38,N/A
QDG003,LINAC,BACT,DIAG0,124.316936,230,QUAD:DIAG0:230:INTOL,1,L2KA00-0517,39,N/A
QCM02,LINAC,BACT,L1B,295.823064,0285,QUAD:L1B:0285:INTOL,16,L2KG01-1925,34,N/A
QCM03,LINAC,BACT,L1B,335.916207,0385,QUAD:L1B:0385:INTOL,16,L2KG01-1925,33,N/A
QCM04,LINAC,BACT,L2B,627.573104,0485,QUAD:L2B:0485:INTOL,56,L2KG03-6033,44,N/A
QCM05,LINAC,BACT,L2B,667.666247,0585,QUAD:L2B:0585:INTOL,56,L2KG03-6033,33,N/A
QCM06,LINAC,BACT,L2B,707.75939,0685,QUAD:L2B:0685:INTOL,56,L2KG03-6033,34,N/A
QCM07,LINAC,BACT,L2B,747.852533,0785,QUAD:L2B:0785:INTOL,56,L2KG03-6033,35,N/A
QCM08,LINAC,BACT,L2B,787.945676,0885,QUAD:L2B:0885:INTOL,56,L2KG03-6033,36,N/A
QCM09,LINAC,BACT,L2B,828.038819,0985,QUAD:L2B:0985:INTOL,56,L2KG03-6033,37,N/A
QCM10,LINAC,BACT,L2B,868.131962,1085,QUAD:L2B:1085:INTOL,56,L2KG03-6033,38,N/A
QCM11,LINAC,BACT,L2B,908.225105,1185,QUAD:L2B:1185:INTOL,56,L2KG03-6033,39,N/A
QCM12,LINAC,BACT,L2B,948.318248,1285,QUAD:L2B:1285:INTOL,56,L2KG03-6033,40,N/A
QCM13,LINAC,BACT,L2B,988.411391,1385,QUAD:L2B:1385:INTOL,56,L2KG03-6033,41,N/A
QCM14,LINAC,BACT,L2B,1028.504534,1485,QUAD:L2B:1485:INTOL,56,L2KG03-6033,42,N/A
QCM15,LINAC,BACT,L2B,1068.597677,1585,QUAD:L2B:1585:INTOL,56,L2KG03-6033,43,N/A
QCM16,LINAC,BACT,L3B,1320.310138,1615,QUAD:L3B:1615:INTOL,359,L2KG06-6033,33,N/A
QCM17,LINAC,BACT,L3B,1360.403281,1775,QUAD:L3B:1775:INTOL,87,L2KG06-6133,33,N/A
QCM18,LINAC,BACT,L3B,1400.496424,1885,QUAD:L3B:1885:INTOL,87,L2KG06-6133,34,N/A
QCM19,LINAC,BACT,L3B,1440.589567,1995,QUAD:L3B:1995:INTOL,87,L2KG06-6133,35,N/A
QCM20,LINAC,BACT,L3B,1480.68271,2005,QUAD:L3B:2005:INTOL,87,L2KG06-6133,36,N/A
QCM21,LINAC,BACT,L3B,1520.775853,2115,QUAD:L3B:2115:INTOL,87,L2KG06-6133,37,N/A
QCM22,LINAC,BACT,L3B,1560.868996,2225,QUAD:L3B:2225:INTOL,87,L2KG06-6133,38,N/A
QCM23,LINAC,BACT,L3B,1600.962139,2335,QUAD:L3B:2335:INTOL,87,L2KG06-6133,39,N/A
QCM24,LINAC,BACT,L3B,1641.055282,2445,QUAD:L3B:2445:INTOL,87,L2KG06-6133,40,N/A
QCM25,LINAC,BACT,L3B,1681.148425,2555,QUAD:L3B:2555:INTOL,87,L2KG06-6133,41,N/A
QCM26,LINAC,BACT,L3B,1729.605446,2665,QUAD:L3B:2665:INTOL,87,L2KG06-6133,42,N/A
QCM27,LINAC,BACT,L3B,1769.698589,2775,QUAD:L3B:2775:INTOL,87,L2KG06-6133,43,N/A
QCM28,LINAC,BACT,L3B,1809.791732,2885,QUAD:L3B:2885:INTOL,87,L2KG06-6133,44,N/A
QCM29,LINAC,BACT,L3B,1849.884875,2995,QUAD:L3B:2995:INTOL,87,L2KG06-6133,45,N/A
QCM30,LINAC,BACT,L3B,1889.978018,3085,QUAD:L3B:3085:INTOL,87,L2KG06-6133,46,N/A
QCM31,LINAC,BACT,L3B,1930.071161,3185,QUAD:L3B:3185:INTOL,87,L2KG06-6133,47,N/A
QCM32,LINAC,BACT,L3B,1970.164304,3285,QUAD:L3B:3285:INTOL,93,L2KG07-3737,36,N/A
QCM33,LINAC,BACT,L3B,2010.257448,3385,QUAD:L3B:3385:INTOL,93,L2KG07-3737,33,N/A
QCM34,LINAC,BACT,L3B,2050.350591,3485,QUAD:L3B:3485:INTOL,93,L2KG07-3737,34,N/A
QCM35,LINAC,BACT,L3B,2090.443734,3585,QUAD:L3B:3585:INTOL,93,L2KG07-3737,35,N/A
QUM1B,SXU,BACT,LTUS,11606.41802,820,QUAD:LTUS:820:INTOL,163,L2KG28-0137,38,N/A
QUM2B,SXU,BACT,LTUS,11623.51403,840,QUAD:LTUS:840:INTOL,163,L2KG28-0137,33,N/A
QUM3B,SXU,BACT,LTUS,11651.27265,860,QUAD:LTUS:860:INTOL,163,L2KG28-0137,34,N/A
QUM4B,SXU,BACT,LTUS,11665.90806,880,QUAD:LTUS:880:INTOL,163,L2KG28-0137,35,N/A
QDMP1,HXU,BACT,DMPH,12308.9883,500,QUAD:DMPH:500:INTOL,166,L2KG28-7D27,34,N/A
QDMP1B,SXU,BACT,DMPS,12308.9883,500,QUAD:DMPS:500:INTOL,163,L2KG28-0137,36,N/A
QDMP2,HXU,BACT,DMPH,12312.42631,600,QUAD:DMPH:600:INTOL,166,L2KG28-7D27,33,N/A
QDMP2B,SXU,BACT,DMPS,12312.42631,600,QUAD:DMPS:600:INTOL,163,L2KG28-0137,37,N/A
