Name,Number,Description,Value,Mask,Fault,Fault_Description
BROKEN,1,On/Off Disconnect,0,4294967295,STATE,On/Off Fault (both low)
OFF,2,Kicker Off,1,4294967295,STATE,Kicker Off
ON,3,Kicker On,2,4294967295,STATE,Kicker On
BROKEN,4,On and off fault,3,4294967295,STATE,ON/Off Fault (both high)
,,,,, ,
